"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
38,20,17,32,20,35,32,33,44,45,14,9,7,28,17,16,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
22,24,44,34,29,12,25,41,32,8,21,50,25,19,32,22,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1
23,46,19,34,48,45,45,26,41,31,37,22,34,13,1,9,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1
2,7,40,9,45,6,2,16,4,27,36,36,43,42,16,6,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0
50,28,24,45,39,1,45,16,35,10,44,39,28,28,23,3,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0
41,1,10,25,39,5,40,17,49,38,27,31,9,9,19,29,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
33,45,29,8,17,2,26,35,40,13,12,20,38,24,25,8,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
30,41,13,38,38,36,4,37,12,18,20,43,29,28,5,23,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0
27,4,8,9,11,34,7,17,9,45,49,26,13,41,46,6,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0
2,3,3,42,12,47,18,32,5,30,10,13,37,34,37,8,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
42,18,26,25,47,34,45,8,41,38,43,10,15,2,21,14,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
8,6,2,25,26,31,25,26,20,12,49,15,46,4,23,13,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
37,20,14,35,19,25,24,42,3,40,29,36,1,22,10,40,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
42,28,46,25,6,12,8,18,50,11,17,1,33,48,40,23,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0
16,21,47,34,37,44,29,2,42,29,16,29,15,13,38,47,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
45,6,22,33,3,30,8,32,27,39,47,13,14,26,10,28,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1
45,43,4,30,26,9,42,12,9,39,36,30,25,35,5,35,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
8,31,42,38,14,6,23,31,23,16,35,17,40,47,35,16,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1
37,37,45,48,2,9,13,29,12,48,38,41,42,43,37,30,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1
25,8,19,35,3,39,43,48,27,13,8,24,19,24,41,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
27,28,13,27,17,13,36,35,19,5,28,12,24,3,48,4,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1
18,48,12,14,32,46,13,6,22,42,21,5,27,13,34,31,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
31,36,29,9,39,19,23,25,48,41,13,16,45,31,32,13,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0
22,31,13,46,23,20,38,25,43,32,46,47,32,28,37,31,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
36,33,47,29,23,36,26,40,38,47,17,39,32,49,13,47,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
45,17,16,28,20,13,33,28,29,25,33,38,50,39,7,37,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1
42,13,21,16,12,23,50,2,14,23,12,21,12,18,32,40,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1
24,40,50,40,45,30,50,41,23,50,21,26,30,23,35,47,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1
8,31,27,37,36,39,50,39,27,42,10,6,36,39,47,39,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
32,25,25,13,5,49,3,14,19,27,47,44,46,29,39,12,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
36,40,14,32,31,3,38,16,22,8,16,18,20,38,30,18,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1
11,50,3,17,3,36,28,24,27,50,48,12,31,22,27,29,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0
27,39,45,11,30,5,3,29,31,5,5,38,50,35,34,16,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1
6,45,14,16,24,13,50,16,22,1,17,39,17,1,50,43,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0
15,50,3,30,9,40,6,36,50,11,39,32,21,13,8,33,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1
7,42,17,47,16,38,34,8,15,6,39,24,31,17,31,19,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
41,6,24,15,40,17,9,7,41,29,47,11,2,30,13,29,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0
11,1,50,30,35,23,17,45,17,23,16,16,19,26,12,25,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0
9,12,30,11,3,15,8,36,4,20,8,19,7,3,45,20,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
33,25,15,15,30,4,41,30,37,17,44,9,1,25,21,28,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
17,46,39,36,29,35,48,14,7,30,2,44,33,9,11,28,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1
12,42,39,6,43,33,22,35,25,9,6,2,23,19,21,26,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
19,3,47,44,16,17,13,43,25,29,34,27,32,46,45,36,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0
23,35,43,17,3,48,22,20,46,44,18,4,26,8,48,6,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0
10,36,25,35,42,6,13,46,37,24,23,15,34,14,31,28,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
15,43,6,10,19,49,7,6,4,38,20,10,26,10,41,34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
11,38,23,45,11,28,24,47,41,39,22,2,33,45,12,17,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1
2,11,7,35,8,14,35,45,26,25,14,29,48,29,7,18,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1
35,27,19,44,2,23,6,18,33,7,16,17,4,32,9,39,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0
26,10,14,22,48,11,40,35,43,21,28,47,42,5,44,35,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
35,35,47,39,4,27,35,35,38,16,42,25,45,50,4,15,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
23,23,16,17,13,19,46,18,20,39,4,43,36,9,38,20,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
12,47,43,44,18,7,1,8,39,20,22,22,33,31,17,45,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1
12,22,13,15,8,43,36,12,10,36,14,30,2,45,48,48,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1
44,18,23,44,48,2,29,2,42,43,37,9,36,8,22,40,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1
42,48,5,49,20,10,39,26,23,11,10,2,36,8,38,13,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
44,38,48,39,46,30,41,1,36,4,25,15,22,34,27,21,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1
49,14,45,46,24,15,5,25,27,46,12,34,28,1,4,10,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0
18,7,3,19,30,4,12,15,41,31,3,50,38,20,12,35,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1
29,4,14,43,46,18,39,44,32,13,13,5,43,32,43,2,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
20,36,8,10,39,21,3,13,44,50,43,46,7,28,5,22,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
13,35,18,4,34,45,24,11,27,49,12,10,43,22,8,22,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1
3,7,25,3,23,33,31,3,47,24,40,38,12,30,3,35,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1
46,37,24,47,21,38,50,3,8,39,49,33,16,49,46,35,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
6,31,3,12,7,19,20,18,41,17,49,15,31,14,14,7,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
36,39,28,39,5,38,15,17,34,47,47,41,40,35,9,50,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0
11,22,15,8,10,35,46,26,36,14,4,30,25,49,1,31,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
4,41,17,29,18,21,4,16,46,1,38,26,20,46,30,15,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
38,46,4,28,32,28,8,10,10,29,21,15,23,33,39,40,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
42,25,31,31,45,8,9,8,45,42,12,6,14,17,4,28,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1
33,38,44,49,44,33,41,20,9,39,19,30,30,14,50,48,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1
12,38,31,35,45,9,8,50,10,28,14,43,38,37,28,41,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1
15,35,25,6,42,11,37,35,11,14,27,30,7,38,44,27,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
33,6,8,30,32,18,43,39,39,11,16,8,15,15,17,48,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
28,38,32,38,43,2,33,22,28,25,29,7,9,41,40,46,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1
12,47,20,3,45,7,46,13,40,16,32,19,27,14,16,30,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1
21,9,26,42,48,31,11,26,8,1,4,2,48,50,14,39,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
17,37,42,43,49,8,49,18,32,27,1,22,20,2,16,45,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
46,14,47,20,37,5,31,39,31,44,36,17,45,35,45,37,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1
8,32,30,28,24,24,10,50,36,43,16,10,50,46,33,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0
26,15,4,13,23,42,13,10,41,13,48,32,16,40,29,2,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0
13,34,23,15,29,4,46,40,46,43,2,21,3,17,38,42,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1
48,28,35,49,29,13,38,44,37,36,40,27,9,14,19,34,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
46,44,2,46,12,33,25,47,28,14,48,13,18,36,5,41,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
6,14,40,6,35,30,32,23,32,25,5,28,44,39,28,34,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0
30,36,5,41,21,25,47,38,14,26,18,14,19,36,28,29,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0
40,13,20,41,20,42,45,41,44,35,48,12,14,24,1,32,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1
48,25,32,41,47,49,37,46,17,19,42,8,5,28,11,21,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
18,42,39,1,48,21,18,43,24,49,3,30,22,3,47,13,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0
20,4,28,5,32,31,5,16,6,36,1,42,7,24,2,45,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
33,32,22,32,47,29,3,41,33,11,50,38,31,9,4,40,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
13,33,39,35,15,40,19,17,37,49,38,17,3,30,43,16,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
4,34,17,21,33,29,19,26,17,50,15,13,9,28,17,9,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1
27,22,40,42,11,24,7,29,20,4,33,1,28,28,17,23,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0
48,18,15,38,38,36,40,7,49,47,47,7,19,42,48,7,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
43,45,39,26,9,16,30,13,19,3,14,17,26,18,23,5,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1
29,40,21,13,49,21,48,42,33,24,37,10,10,40,2,33,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1
38,22,10,43,38,29,45,50,13,35,32,37,17,42,33,46,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
24,35,9,8,3,1,3,19,5,7,24,40,3,8,18,48,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
12,29,2,31,8,7,42,50,42,42,33,16,10,12,46,13,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
49,11,48,35,31,21,6,45,42,22,16,20,32,27,11,9,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
34,5,40,32,40,21,19,5,19,9,8,36,36,15,43,3,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
1,43,26,2,45,47,16,18,5,6,48,25,47,28,44,47,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1
34,31,38,31,24,41,46,42,30,10,38,33,30,44,29,12,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1
38,3,44,8,41,49,15,39,50,47,29,14,48,19,13,40,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
40,29,17,24,21,21,33,25,29,21,22,49,38,11,33,49,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
16,2,29,2,44,18,40,21,9,6,15,19,3,15,36,15,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
18,47,25,37,39,19,14,40,39,43,10,39,36,9,43,50,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
15,8,21,1,3,26,13,26,11,37,48,34,23,42,12,43,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0
41,35,48,35,2,30,15,9,34,12,5,34,8,3,7,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
1,3,32,29,3,3,14,34,12,1,17,35,21,24,19,5,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
46,22,47,26,44,25,7,15,6,6,20,23,41,13,42,7,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
25,45,23,10,27,17,11,48,18,41,15,44,29,15,10,31,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
48,49,32,48,33,50,32,31,8,7,44,47,41,4,41,33,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1
24,6,7,13,41,35,8,47,44,9,14,24,43,15,33,7,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
21,19,37,15,22,41,21,30,22,9,18,20,36,6,31,48,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1
42,8,27,33,13,15,31,34,36,32,48,39,50,29,18,15,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
46,17,32,14,37,10,44,44,25,39,25,27,26,30,39,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
16,21,41,4,31,42,44,40,27,37,32,44,2,39,5,38,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0
27,11,33,39,33,6,10,40,16,39,35,32,17,34,25,47,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1
30,25,41,46,33,21,32,9,40,29,15,25,4,14,42,20,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
5,19,27,2,21,46,34,15,49,41,19,48,14,40,13,12,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
1,10,18,6,22,50,15,2,14,15,38,24,8,50,38,46,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
46,10,40,34,20,14,15,1,35,44,37,5,45,17,37,5,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1
43,27,17,31,32,44,18,36,7,30,17,8,40,7,10,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
23,21,5,9,2,6,14,25,39,31,27,5,26,41,12,6,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0
39,13,4,38,33,14,21,25,20,39,16,1,18,10,5,2,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
39,34,50,7,14,48,8,30,12,41,28,23,47,25,16,15,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0
1,41,37,18,19,2,22,14,28,15,48,41,17,50,38,6,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
38,32,10,20,31,22,34,3,32,42,27,19,24,41,22,47,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1
45,18,20,28,44,48,12,13,34,28,26,47,32,16,46,43,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0
30,17,5,12,47,26,34,33,33,6,27,14,49,29,26,17,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
8,2,6,4,13,17,39,10,29,23,20,25,47,20,5,20,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
29,42,32,41,28,19,21,7,26,33,8,30,8,7,23,35,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1
33,39,13,13,21,15,38,28,38,16,35,30,44,33,46,6,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
24,19,15,5,28,28,7,47,4,4,2,20,45,15,49,27,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1
25,17,43,4,36,9,38,43,22,16,30,12,30,15,27,17,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1
41,49,9,37,7,34,26,37,28,20,44,23,24,19,3,48,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
49,22,39,33,28,38,45,1,18,19,21,23,24,41,10,22,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1
49,40,9,28,7,9,11,14,30,5,36,35,50,10,46,25,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
14,44,8,43,7,19,33,10,46,4,40,43,1,12,25,33,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
27,11,50,19,12,30,9,46,36,16,42,20,35,45,39,9,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1
15,41,10,14,22,34,5,12,10,35,49,41,41,24,31,16,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1
13,32,9,23,45,35,30,27,44,50,19,23,37,49,42,32,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1
30,48,21,33,24,23,17,48,39,49,28,6,44,10,3,50,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
46,6,9,8,3,23,42,36,32,6,45,24,23,12,37,25,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
44,31,22,16,39,11,26,37,36,46,36,30,34,1,13,27,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1
31,46,21,11,28,38,4,38,50,34,3,39,50,8,36,31,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
13,7,20,15,21,47,46,21,23,30,34,27,11,26,44,43,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0
40,11,39,6,25,50,20,20,26,19,4,44,44,19,7,30,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37,2,33,24,15,23,39,24,47,41,2,36,8,16,44,12,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
16,47,1,6,7,31,20,15,35,9,16,36,43,6,15,37,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
44,7,47,22,39,14,45,9,34,12,12,19,30,31,46,16,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
5,47,17,36,45,44,42,40,18,18,29,24,20,42,30,44,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
42,35,17,24,18,47,28,43,3,25,47,24,22,15,16,43,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
42,23,40,8,1,3,18,8,10,19,37,22,15,2,5,18,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
26,2,12,6,45,3,43,31,9,8,16,3,8,18,30,33,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
15,7,22,5,29,19,19,49,17,27,13,47,37,34,15,41,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1
42,39,4,13,10,50,48,24,14,31,29,10,50,17,33,7,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
28,19,1,47,46,50,29,39,1,10,15,30,4,3,39,9,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
33,41,25,33,12,41,18,33,24,15,43,18,14,32,33,13,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0
11,18,11,13,33,47,2,29,41,20,26,21,17,48,15,24,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0
25,30,19,18,23,7,3,50,31,22,5,46,13,11,3,4,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1
36,17,34,5,3,39,21,11,34,37,35,23,29,26,35,30,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1
16,38,29,26,12,9,34,48,4,5,17,10,4,12,30,49,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
37,7,31,14,25,34,36,43,36,50,1,10,47,25,37,41,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
6,46,36,29,42,5,1,12,45,7,9,23,4,18,13,22,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1
50,23,21,37,1,9,46,22,24,1,30,29,31,17,14,50,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
37,20,6,28,2,2,36,17,47,50,12,47,34,15,18,8,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0
30,18,24,34,29,20,45,26,19,3,41,47,35,6,20,40,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1
11,46,39,18,29,13,19,42,21,30,30,41,16,28,2,29,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
37,12,18,25,12,48,4,10,32,47,4,36,41,39,45,19,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
11,6,3,50,22,20,37,15,14,23,47,44,14,35,39,37,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1
25,13,46,1,14,1,27,34,48,33,39,37,39,31,4,14,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1
13,47,46,45,18,5,1,35,47,11,6,27,36,4,26,48,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
45,47,5,33,30,9,27,50,13,38,17,2,15,1,4,35,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
17,6,19,28,42,33,41,6,14,44,32,41,26,32,23,42,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1
15,18,50,12,45,36,25,22,32,24,14,50,23,11,20,2,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
50,40,34,33,33,19,6,20,15,25,26,42,28,29,46,19,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
36,19,18,15,13,40,11,22,43,43,37,4,48,41,43,46,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
44,23,50,33,17,10,49,12,41,2,31,36,38,35,22,22,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1
4,21,48,27,21,35,34,43,32,36,34,10,47,48,33,15,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
5,36,35,27,40,28,45,4,24,10,42,11,7,14,14,36,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4,2,8,18,19,10,19,33,27,43,32,27,20,2,4,12,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
3,2,12,2,43,41,10,4,45,34,11,40,43,12,1,21,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1
27,30,26,37,22,12,9,10,44,22,6,50,7,30,27,43,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
40,16,11,45,44,11,37,41,28,5,15,30,6,40,8,44,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
35,6,36,9,13,6,6,29,36,2,28,1,46,36,27,29,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
15,40,48,36,2,48,3,18,46,10,36,45,1,33,15,10,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1
22,47,3,13,49,25,26,9,12,30,14,27,35,19,24,22,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1
41,3,34,38,4,15,10,38,18,8,44,23,14,30,1,32,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
46,34,10,17,48,38,37,42,33,42,13,39,5,39,33,6,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0
36,46,6,48,16,30,28,9,30,30,11,34,4,10,22,22,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
17,34,33,24,8,37,9,36,7,47,17,42,12,19,40,49,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0
22,27,13,43,22,37,48,45,26,8,30,19,5,10,1,4,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
22,1,32,50,39,21,3,1,36,43,25,45,35,17,34,10,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1
22,14,48,34,3,21,31,13,12,1,46,2,27,46,49,40,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
47,7,38,6,26,15,28,3,19,18,49,32,41,19,34,35,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
41,11,35,35,34,34,12,10,43,31,14,33,20,19,17,20,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
9,8,34,33,36,17,34,37,9,34,1,13,24,28,18,14,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1
15,50,24,10,3,44,46,24,10,28,1,17,24,26,15,33,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
13,7,34,27,22,16,34,22,15,24,41,24,21,21,12,49,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0
40,22,1,49,28,36,8,27,38,17,1,41,18,6,9,44,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
35,3,11,33,14,22,41,6,41,13,22,36,3,11,12,46,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
37,49,39,42,33,49,37,18,33,29,49,12,3,47,42,20,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0
23,31,17,9,35,38,21,4,34,26,3,26,31,10,34,5,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1
15,45,40,31,42,49,50,38,24,24,9,9,26,15,26,35,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
32,2,8,1,17,1,25,17,46,7,21,14,14,42,16,35,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
18,24,23,5,2,43,44,13,33,24,19,32,41,34,28,37,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
44,46,11,4,9,36,1,26,43,35,42,15,48,22,38,26,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1
23,27,36,37,41,32,49,26,46,32,12,48,11,28,12,18,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0
36,18,31,9,31,34,47,12,45,28,34,25,38,1,5,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
39,21,13,13,18,23,40,12,9,27,34,37,36,47,43,3,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1
49,27,8,22,3,29,6,20,23,22,4,10,16,14,12,26,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1
37,14,29,18,4,45,34,5,9,15,21,19,12,46,20,9,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1
31,16,39,26,28,21,23,1,31,1,43,7,46,9,20,29,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1
47,45,35,29,41,22,11,22,50,4,48,27,47,23,42,34,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
