"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
29,5,1,13,50,32,25,46,1,1,0,0,1,0,0,0
8,22,21,12,27,8,15,17,1,1,1,0,0,1,0,0
11,21,43,16,42,35,34,50,1,1,0,0,1,0,1,1
39,32,14,19,44,22,11,10,1,0,0,1,1,1,1,0
18,29,37,19,20,46,23,37,1,1,0,1,0,0,1,0
2,24,10,27,13,33,43,11,0,0,0,0,0,0,0,1
30,1,35,19,39,11,22,25,0,0,0,1,1,1,1,0
37,7,41,46,38,23,40,30,0,0,1,0,0,1,0,0
50,4,14,41,8,39,11,27,1,0,0,1,1,1,1,0
44,22,32,37,21,12,44,48,1,1,0,0,1,0,1,0
49,27,26,27,33,23,26,40,1,0,1,0,0,1,1,0
9,43,1,2,40,50,23,5,0,0,0,0,0,1,1,1
41,10,19,19,31,21,29,22,1,0,1,1,0,1,1,1
4,32,41,43,31,21,26,30,0,0,1,0,0,1,1,0
22,26,49,47,22,10,44,34,1,1,1,1,1,0,1,1
2,49,48,43,38,38,1,14,0,1,0,0,0,0,0,0
34,10,10,25,21,36,33,24,1,0,0,0,1,1,0,0
46,12,18,6,26,26,21,4,0,0,1,1,1,1,1,0
18,19,17,12,4,34,22,34,1,1,0,0,0,1,1,1
41,27,45,11,48,14,48,41,1,0,0,1,0,0,0,1
15,7,20,37,5,24,24,14,0,0,0,0,1,0,0,0
11,8,28,18,46,21,47,44,1,1,1,1,0,1,1,1
46,18,27,26,25,24,17,38,0,1,0,1,0,0,0,0
4,39,4,30,49,10,14,46,0,1,0,0,1,0,0,0
6,10,47,13,39,1,11,20,1,0,1,0,1,0,1,0
19,1,12,14,22,29,14,6,1,0,0,0,1,1,0,1
13,49,42,39,26,14,31,13,0,1,1,1,1,0,0,0
34,45,31,18,36,37,44,1,1,0,0,1,1,0,1,0
24,37,39,44,43,27,2,18,0,0,1,1,0,0,0,1
24,11,20,18,11,20,12,16,0,1,0,1,1,0,0,0
1,25,2,1,25,16,23,41,0,0,0,0,0,0,1,1
14,2,31,32,17,7,31,4,0,0,0,0,0,0,0,0
35,41,13,7,19,39,17,49,0,1,0,0,1,1,0,1
36,7,36,23,25,46,14,31,1,0,1,1,0,0,0,0
19,39,22,26,33,49,2,30,1,1,1,1,0,1,0,0
1,21,9,7,38,8,25,27,0,1,0,0,0,1,0,0
13,42,40,27,42,6,30,40,0,1,0,0,1,1,0,0
34,17,25,32,25,18,32,42,1,0,0,0,0,1,0,1
50,20,5,37,5,6,33,48,1,0,1,0,1,1,0,0
22,1,33,45,41,20,27,18,1,0,0,0,1,0,0,1
36,25,9,41,50,49,19,44,1,0,0,1,1,1,1,1
17,34,22,45,2,6,48,39,0,1,1,0,0,1,0,1
38,23,29,33,36,16,40,3,0,1,1,0,1,0,0,1
26,40,35,41,1,16,35,18,1,0,0,1,0,0,0,1
21,13,13,27,39,16,6,13,1,0,0,0,1,0,1,0
33,23,42,17,28,35,44,22,0,1,1,0,1,0,1,1
42,8,1,44,10,6,33,46,1,1,0,1,0,1,0,0
15,35,36,5,15,19,10,31,0,0,1,1,0,1,0,0
5,18,43,29,43,30,11,19,1,1,0,1,0,0,1,1
30,46,36,6,38,30,16,23,0,0,1,1,0,0,0,1
34,3,2,15,43,23,18,27,1,1,0,0,0,1,1,0
36,49,14,1,9,45,3,45,1,1,0,0,0,0,1,0
33,21,37,14,43,6,6,26,0,1,0,0,0,1,1,1
42,22,47,47,39,25,31,33,1,1,1,1,1,0,0,0
40,6,27,19,23,10,7,7,0,1,0,1,1,0,0,0
1,28,41,1,41,42,33,31,0,1,1,0,1,1,0,0
47,46,34,39,36,11,38,20,1,0,1,1,1,1,0,0
36,9,41,50,17,9,36,35,1,0,1,1,0,0,1,0
15,39,2,33,43,45,24,1,0,1,0,0,0,0,0,0
41,47,40,13,44,28,27,20,1,1,0,0,1,1,0,0
35,47,9,39,2,4,36,27,0,1,0,1,0,0,1,0
38,44,39,3,7,42,2,15,0,1,1,1,0,1,0,0
22,4,40,33,29,13,31,22,1,0,0,0,1,0,0,1
17,37,29,32,2,7,19,25,0,0,1,0,0,0,1,0
44,27,8,35,21,34,26,25,1,0,1,0,1,1,1,0
44,2,28,25,17,11,39,16,1,0,1,0,0,1,1,0
16,21,37,17,16,17,7,32,0,1,0,0,0,0,0,0
13,33,10,27,10,49,40,29,0,0,0,0,0,1,0,1
20,15,22,9,25,11,4,50,0,0,1,0,0,1,0,1
40,43,30,31,47,32,40,37,0,0,0,0,1,0,0,0
45,6,28,6,8,43,27,35,0,1,1,1,1,0,0,0
33,46,7,18,43,40,10,28,0,0,0,1,0,0,0,1
43,22,23,29,23,1,39,42,0,1,1,1,1,0,1,1
29,34,42,16,43,25,21,49,1,1,1,0,0,0,1,1
34,35,10,9,50,36,44,36,1,0,0,0,1,1,1,1
34,34,5,33,28,27,36,40,1,1,1,0,1,0,1,0
44,17,28,1,13,23,25,39,1,0,1,0,0,1,0,1
11,39,47,28,21,36,43,48,1,1,1,1,1,1,0,0
19,49,26,41,1,46,2,28,1,1,1,1,0,0,0,1
3,4,32,21,34,18,11,5,1,0,0,1,1,1,1,1
26,29,27,2,25,30,22,7,1,1,0,0,0,0,1,0
25,46,37,8,16,17,39,24,0,0,0,1,0,0,1,0
15,35,42,17,6,39,23,2,0,0,1,0,1,1,1,0
23,32,18,45,7,24,45,38,1,0,1,0,0,0,0,0
8,6,9,45,10,1,28,39,1,1,0,0,0,1,1,1
6,4,5,22,46,3,45,36,1,1,1,1,1,1,0,1
16,7,20,35,41,37,9,34,1,0,1,1,0,0,0,0
8,2,10,32,19,47,4,12,1,0,0,0,0,0,1,0
37,24,45,13,14,10,35,3,0,1,0,0,0,0,1,1
39,17,42,13,7,15,44,11,1,0,1,0,0,1,1,1
45,39,8,3,11,45,21,41,0,1,1,1,1,0,1,0
47,25,31,34,30,5,22,34,0,0,1,0,0,1,1,0
24,30,25,4,18,16,43,38,1,0,0,1,1,1,1,0
26,27,47,28,42,40,11,46,1,0,0,1,1,1,1,1
30,17,1,32,27,36,43,37,0,0,1,0,0,1,1,0
38,3,26,10,8,29,40,49,0,1,1,0,1,1,1,1
50,14,5,32,12,4,5,26,1,0,1,0,0,1,1,1
45,17,19,39,33,31,6,28,0,0,0,1,0,1,1,1
22,1,9,32,46,15,3,5,1,1,0,0,1,1,1,1
22,47,9,24,12,45,49,1,1,0,0,1,0,0,1,1
14,25,14,15,44,20,38,32,0,0,0,1,1,1,0,0
45,41,28,12,24,28,43,31,0,0,1,0,1,1,1,1
47,12,43,41,21,25,36,19,0,0,1,0,1,0,1,0
8,31,50,47,32,42,14,38,1,1,1,0,0,1,0,0
8,39,15,28,46,19,12,5,1,1,1,1,1,0,0,1
23,50,25,40,16,10,13,30,1,1,0,1,1,0,0,0
8,31,42,1,25,44,36,33,1,1,1,1,0,1,1,0
30,12,48,29,29,21,45,38,0,0,0,1,1,1,0,0
23,38,40,30,13,34,49,1,1,0,1,0,0,0,1,1
41,33,8,3,21,39,33,44,0,0,1,1,1,1,0,1
44,19,35,7,16,50,8,26,1,0,1,0,1,1,1,1
33,14,41,34,45,39,43,20,0,0,0,0,0,1,1,1
47,35,21,29,45,22,40,47,0,1,1,1,0,1,1,0
45,3,47,26,41,13,11,19,0,1,0,1,0,0,1,0
42,35,42,14,17,15,8,2,1,1,1,0,0,1,1,0
11,20,19,21,40,15,36,16,1,1,0,1,1,1,1,1
31,50,11,21,8,24,22,47,1,1,1,1,1,1,1,0
27,2,12,2,44,47,2,29,0,0,0,0,1,0,0,1
23,36,25,21,6,1,20,25,1,1,0,1,1,1,1,0
44,33,37,31,50,37,46,17,1,0,0,1,1,0,1,0
45,5,14,14,28,7,20,42,0,1,0,0,1,0,1,1
45,32,20,49,33,46,37,11,0,0,1,1,0,1,0,1
21,4,41,32,4,49,19,33,1,1,0,0,1,1,0,0
13,7,1,28,35,15,9,35,0,0,1,1,1,1,0,1
37,39,9,34,22,38,47,7,0,1,0,0,1,0,0,0
46,20,22,20,15,2,27,33,1,1,1,1,1,0,0,0
33,28,33,24,5,10,8,38,0,1,0,1,1,0,1,0
9,15,9,43,30,49,32,29,0,1,0,1,0,1,0,1
25,4,33,36,16,31,39,11,0,1,0,1,1,1,1,1
35,50,10,3,31,27,36,17,1,1,0,1,1,0,1,0
29,31,29,32,24,50,37,1,1,1,1,0,1,1,0,1
15,16,1,44,22,43,32,14,1,1,1,1,1,1,0,0
50,30,15,37,19,15,17,6,1,0,1,0,0,1,0,1
21,22,16,16,36,43,31,28,1,1,1,1,1,1,1,1
41,29,8,47,38,37,8,40,0,1,1,0,0,0,1,1
35,2,9,41,42,50,48,23,1,0,0,0,1,1,0,1
40,44,50,5,5,9,44,50,1,1,1,1,1,0,1,1
9,32,42,19,30,43,4,36,0,0,1,0,0,1,1,1
26,23,3,36,7,49,22,3,1,1,1,1,0,1,1,1
39,23,1,35,48,15,37,26,1,1,1,1,0,1,0,1
9,36,45,43,5,31,19,37,0,1,0,1,1,1,0,0
49,35,23,19,43,43,32,7,1,1,1,0,1,1,0,0
16,13,14,31,19,2,34,39,1,0,0,1,0,0,0,1
41,6,45,47,17,10,23,7,0,1,0,0,0,0,1,0
24,3,9,11,10,42,33,8,1,1,0,1,0,1,0,1
40,14,9,13,35,6,46,29,1,0,0,0,1,1,1,1
50,8,28,18,13,17,29,4,1,1,1,1,0,0,1,1
39,16,44,30,48,32,38,27,1,1,1,0,0,0,0,0
11,14,41,38,15,16,22,36,1,0,0,0,1,1,1,1
14,19,19,19,18,15,6,45,0,0,0,0,1,1,1,0
33,12,46,21,33,26,40,42,0,0,1,1,0,1,1,1
4,4,48,3,30,42,7,49,1,1,0,1,0,1,0,1
19,5,38,27,44,23,23,46,0,1,0,0,1,1,1,1
9,8,43,13,31,41,30,18,0,1,1,0,1,0,0,1
3,7,40,36,41,49,39,32,1,0,1,1,0,1,1,0
39,21,48,22,49,42,38,6,1,1,0,1,1,1,0,1
13,45,47,11,17,3,36,40,0,0,0,1,0,1,1,1
31,39,2,20,6,25,24,32,1,1,0,1,1,0,1,0
34,6,31,37,40,36,16,29,0,1,1,0,1,1,1,1
16,50,18,11,45,36,19,10,1,1,1,1,0,1,0,0
6,43,13,10,4,11,34,18,1,1,0,0,1,1,0,1
11,14,45,38,48,7,11,16,1,0,0,0,0,0,1,1
38,8,46,8,49,24,30,10,0,1,1,1,1,1,0,0
2,7,41,38,38,19,35,7,0,0,0,0,0,0,1,0
23,39,46,3,20,24,41,7,1,1,1,1,1,1,0,0
46,44,34,22,35,32,48,7,1,1,0,1,1,0,0,0
7,7,37,14,35,27,5,25,0,0,0,0,1,0,1,0
37,5,6,27,14,34,7,20,0,1,1,0,0,0,0,1
2,16,44,22,23,49,48,12,0,1,1,1,1,1,0,0
40,15,41,2,16,31,5,14,1,1,0,0,1,1,1,0
11,9,24,27,45,1,13,21,1,0,1,0,0,1,0,1
30,28,17,31,32,31,44,22,0,1,0,1,0,1,1,1
39,30,8,5,29,40,27,10,1,0,1,1,1,1,0,0
34,16,34,19,9,32,44,37,0,1,0,0,0,0,1,0
18,42,10,21,23,42,13,40,1,1,0,1,1,1,0,1
15,20,29,34,14,22,26,26,1,1,1,0,0,1,1,1
46,20,47,28,22,16,45,5,1,1,0,1,1,1,0,1
42,2,10,27,3,6,28,2,1,0,0,0,1,1,1,0
41,6,14,36,37,23,50,45,0,1,0,1,0,1,1,0
29,8,26,38,5,44,23,29,1,1,1,0,1,1,1,1
21,49,4,38,40,22,50,10,1,1,1,0,1,1,1,0
15,34,5,16,1,27,35,29,1,0,1,1,1,0,1,1
15,21,35,36,45,31,34,5,1,1,1,1,0,1,0,1
49,2,19,1,29,29,26,29,1,0,0,1,1,1,1,1
26,24,45,16,17,35,40,35,1,1,0,1,0,1,1,1
21,25,49,7,42,33,47,40,1,0,1,0,1,0,0,1
8,33,13,14,27,2,3,34,1,0,0,0,0,0,1,0
19,29,27,37,29,48,24,15,0,1,0,0,1,0,1,1
13,28,4,15,7,25,17,47,0,1,1,1,0,0,0,0
40,32,13,49,18,18,42,23,1,0,0,1,1,1,1,1
35,48,40,24,31,38,33,16,1,0,1,1,1,0,0,1
17,49,31,5,22,34,19,4,0,1,1,1,1,0,0,1
9,19,32,5,49,29,35,24,0,0,0,1,1,1,1,1
3,46,44,32,36,27,33,7,1,1,1,0,1,0,0,0
47,5,32,34,41,11,43,19,0,1,0,0,0,1,1,0
48,50,23,35,14,26,13,31,0,1,1,1,0,1,0,1
10,12,46,37,36,27,6,13,0,0,1,0,1,0,1,0
37,46,42,18,29,11,3,3,0,1,1,1,1,1,1,1
41,24,14,3,47,38,44,15,0,1,0,1,0,0,1,1
14,10,48,25,39,12,32,45,0,0,0,0,1,0,0,0
47,43,46,29,19,49,10,28,0,1,1,1,0,1,0,1
3,18,6,41,7,35,22,33,1,1,1,0,0,1,1,0
41,37,44,45,4,3,41,11,0,0,1,0,1,1,0,1
7,50,41,46,37,14,2,22,0,1,0,1,0,0,0,1
22,9,41,2,19,10,33,4,1,0,0,0,0,0,0,1
35,2,25,2,50,48,30,40,1,0,0,0,1,0,0,1
32,24,38,29,17,1,19,39,0,1,0,1,0,1,0,1
40,26,22,1,7,20,44,49,1,1,1,1,0,1,1,1
30,22,17,32,7,48,49,32,0,1,0,0,0,0,1,0
16,47,20,17,19,29,10,29,1,0,1,0,0,1,0,1
39,44,25,40,46,22,49,8,1,1,0,1,1,1,1,1
49,20,4,34,37,32,21,42,1,1,1,0,0,0,1,1
17,4,26,45,39,18,4,10,0,1,1,0,1,1,1,0
22,48,11,9,14,4,8,40,1,0,1,0,0,1,1,1
7,35,29,24,4,48,45,28,0,1,1,1,1,0,0,1
21,42,19,30,28,6,10,40,1,1,0,0,1,1,0,1
30,4,7,47,32,27,3,39,0,1,0,0,0,0,1,1
8,9,36,46,11,21,31,25,1,0,1,1,1,1,1,0
38,30,49,50,36,6,2,1,0,0,1,1,1,1,0,1
20,3,23,49,14,37,31,19,1,1,1,1,0,0,1,0
36,4,18,9,1,2,12,48,1,1,1,0,1,0,0,0
38,28,32,28,20,4,6,27,0,1,0,1,1,1,1,0
39,45,22,17,17,22,3,45,1,0,1,0,0,1,1,0
12,16,48,44,28,7,46,12,0,1,0,1,1,0,1,0
38,5,6,18,38,19,8,25,0,1,1,1,0,0,1,0
28,49,16,8,34,22,6,16,1,1,1,1,0,1,1,1
49,15,1,47,23,35,38,14,1,1,1,0,1,1,0,0
24,18,35,33,38,15,17,2,1,1,1,0,0,1,0,0
3,19,49,38,1,48,23,25,1,0,1,0,1,0,1,0
48,34,49,9,16,3,33,45,0,0,1,0,1,1,0,0
15,11,49,48,29,11,28,5,1,1,1,0,1,1,1,1
20,30,20,38,13,46,37,20,1,0,1,0,0,1,0,1
31,46,49,17,1,15,2,32,1,1,1,0,1,1,0,0
45,45,12,42,5,14,15,47,0,0,0,1,1,0,1,0
30,26,37,5,11,39,33,22,0,1,0,1,1,1,0,1
4,16,21,40,16,47,16,24,1,1,1,1,1,0,1,1
46,1,27,4,36,39,10,33,1,1,0,1,1,1,0,0
41,44,3,34,16,22,3,48,0,1,1,0,1,1,1,0
41,9,18,23,40,41,5,46,0,0,1,1,1,0,1,1
7,42,33,40,32,35,33,15,0,1,0,1,0,1,0,1
32,12,47,24,43,11,39,47,0,0,0,1,1,1,1,0
41,34,8,2,19,41,35,50,0,0,1,0,0,0,1,1
50,26,39,50,37,25,43,14,1,1,1,1,0,0,1,0
16,26,49,44,45,26,2,31,1,1,1,1,0,1,0,1
50,10,34,3,35,43,25,50,1,0,0,1,1,1,0,1
20,27,21,49,18,25,38,6,1,0,1,1,1,0,0,1
46,39,39,12,29,15,18,34,1,1,1,0,1,1,1,0
20,12,48,20,49,1,48,10,1,0,0,1,1,1,0,0
12,48,10,39,9,47,2,25,0,0,0,1,0,0,0,0
12,9,12,44,10,44,28,36,0,0,0,1,0,1,1,1
23,44,37,46,12,28,4,45,1,1,0,1,0,1,1,0
10,28,37,8,49,17,45,10,0,1,0,1,1,0,0,0
16,22,10,43,44,19,20,6,1,1,0,1,1,0,1,1
2,4,16,23,49,21,28,38,0,1,1,1,1,1,1,0
44,22,9,32,8,33,39,15,1,1,0,0,1,0,1,1
42,23,18,30,31,25,19,29,1,1,1,0,1,0,0,1
31,40,1,17,44,28,40,29,1,1,1,0,1,1,1,1
48,46,30,25,7,11,18,27,0,1,0,0,0,1,1,0
22,21,21,40,48,39,37,35,1,1,1,1,0,1,0,1
35,17,43,41,30,15,11,9,1,0,1,0,0,1,1,0
37,13,34,40,37,38,23,1,0,0,0,1,0,0,1,1
39,14,31,10,30,49,13,32,1,0,1,0,0,1,0,0
49,16,35,37,26,36,23,23,1,1,1,0,1,1,1,1
43,25,7,1,24,1,34,42,1,0,0,1,1,1,0,1
39,39,22,2,28,15,7,36,1,1,1,0,1,1,0,1
18,28,50,32,34,26,23,3,1,1,1,0,0,1,1,1
27,50,4,24,17,42,10,21,0,1,1,1,0,1,0,1
47,40,16,23,8,4,19,8,0,1,1,1,1,1,0,1
41,14,45,7,32,29,3,33,0,0,0,0,0,1,1,0
44,46,5,32,13,40,3,17,1,1,1,0,0,1,1,0
12,4,49,19,27,13,49,34,0,1,1,0,0,0,1,0
11,25,7,48,22,48,1,34,1,0,0,0,1,0,1,0
5,2,29,16,8,22,33,34,1,0,1,1,1,1,0,0
48,39,8,2,33,43,48,26,0,1,1,0,0,1,0,1
13,20,42,2,4,16,42,21,0,1,1,0,1,1,1,1
2,32,3,43,4,11,11,31,0,0,1,1,1,1,1,1
14,41,17,47,49,18,35,37,0,0,0,0,1,1,1,0
9,30,48,24,6,29,2,10,0,0,0,1,1,1,0,0
17,45,3,37,43,11,43,29,0,0,1,0,1,1,1,1
11,22,30,48,6,3,5,13,1,1,0,0,1,1,1,0
9,14,44,36,13,25,40,36,0,0,1,1,0,0,1,1
22,49,39,9,5,6,3,11,1,1,1,0,1,1,1,1
22,39,38,18,39,11,38,47,1,1,0,1,1,1,0,0
45,47,36,1,33,31,20,21,0,0,1,1,0,1,1,1
19,50,35,29,19,9,1,21,0,1,1,1,0,0,1,1
20,3,20,18,1,50,33,46,1,1,1,1,1,1,0,1
31,4,13,3,17,11,31,40,1,1,0,1,0,1,1,1
46,32,21,8,36,50,32,8,1,0,1,1,1,1,0,1
20,34,47,43,21,10,45,27,1,0,0,1,1,0,0,0
26,24,10,32,43,24,49,32,1,1,0,0,1,1,1,0
12,41,24,26,35,35,35,20,0,0,1,1,1,1,1,1
45,2,28,9,43,30,20,7,0,0,1,0,1,0,1,0
18,29,11,5,22,40,19,6,1,1,1,1,1,1,0,1
47,36,43,19,44,41,3,25,0,1,1,0,1,0,1,0
48,48,16,9,8,41,25,26,0,0,1,0,1,0,0,1
4,1,27,20,34,23,3,14,1,1,0,1,0,1,1,0
34,10,25,4,35,17,42,26,0,0,0,1,1,0,1,1
31,12,4,36,41,43,43,5,1,0,1,1,0,1,1,1
13,42,9,7,19,7,11,40,0,1,0,0,0,0,1,1
48,6,44,50,9,25,39,31,0,1,1,1,0,0,1,1
4,22,48,49,39,48,49,32,1,1,0,1,1,0,1,0
6,19,39,2,25,40,35,24,1,0,1,0,0,1,1,1
45,14,15,40,28,11,42,39,0,0,1,1,1,1,1,1
35,23,13,30,38,3,28,31,1,1,0,0,0,1,1,1
6,40,49,49,6,50,38,44,1,1,1,1,1,1,0,1
3,12,17,13,3,24,43,37,1,0,0,0,1,1,1,0
1,4,32,24,9,15,37,35,1,1,0,1,0,1,0,1
3,41,38,17,4,44,39,45,1,0,0,0,1,1,1,0
46,45,29,1,27,36,46,14,1,0,1,1,0,1,1,0
39,31,33,4,6,32,33,21,1,1,0,1,1,0,0,1
7,32,27,13,18,28,42,30,0,0,0,0,1,1,1,0
23,35,44,3,30,27,34,36,1,1,1,1,0,0,0,1
39,19,25,13,45,35,47,28,1,0,0,0,0,1,0,1
24,8,21,33,35,24,41,30,1,1,1,0,1,1,0,0
28,36,6,1,45,37,33,4,1,1,1,1,0,0,0,1
10,18,35,1,19,48,41,43,0,1,1,1,0,0,0,1
4,13,18,11,14,33,46,3,1,0,1,1,0,0,1,1
14,19,29,42,26,35,13,29,0,0,1,1,1,1,0,1
16,5,25,48,40,29,33,5,1,1,0,0,1,1,0,1
5,31,45,10,12,48,5,2,1,1,0,0,0,0,1,0
45,2,26,42,7,14,15,37,0,0,1,1,0,0,1,0
46,16,50,37,12,41,14,44,1,1,1,0,0,0,0,1
46,35,11,11,17,37,44,45,1,1,1,1,0,0,1,0
45,18,40,20,29,50,43,19,0,1,1,1,1,1,1,0
50,47,43,46,22,5,18,46,1,0,1,1,1,1,1,1
19,47,25,17,8,10,39,5,0,0,0,0,1,0,1,1
28,13,23,30,18,16,3,45,1,0,1,0,1,1,1,0
29,14,16,49,11,18,41,19,1,0,1,1,1,1,0,0
25,46,36,14,31,23,20,14,0,1,1,0,1,1,1,0
40,22,18,20,19,3,34,11,1,1,1,1,0,1,0,1
31,27,49,25,45,34,49,46,1,0,1,0,0,0,1,1
38,39,34,27,32,12,15,17,0,1,0,0,0,0,1,0
49,32,39,24,23,23,45,26,1,0,1,1,1,1,0,1
48,47,13,27,16,3,50,49,0,0,0,0,1,1,1,1
16,23,19,14,22,41,20,32,1,1,0,0,1,0,1,0
44,5,18,5,43,37,48,33,1,1,1,1,1,0,0,0
24,2,16,48,18,10,23,40,1,0,1,0,1,0,1,1
15,7,36,32,11,50,15,28,1,0,1,0,1,1,1,1
17,27,38,39,35,24,46,48,0,0,0,1,1,1,1,0
2,21,24,35,12,4,24,4,0,1,1,1,0,1,1,1
1,12,48,45,39,40,21,50,1,0,0,0,1,1,1,1
17,50,33,14,50,26,25,37,0,1,0,0,1,1,0,0
31,28,33,42,2,49,13,23,1,1,0,1,0,1,0,1
35,36,8,29,15,32,31,2,1,1,1,1,1,0,1,0
40,17,1,49,43,48,28,38,1,0,1,1,1,0,1,0
21,33,27,49,5,37,49,18,1,0,0,1,1,0,1,1
42,9,19,14,31,21,9,7,1,0,0,0,1,1,0,0
16,19,2,20,2,19,48,24,1,0,0,1,0,0,0,1
6,23,8,31,11,41,47,5,1,1,1,1,1,0,0,1
24,5,30,34,29,21,5,36,1,1,0,0,1,1,1,1
5,46,8,33,44,21,42,9,1,1,1,0,1,1,1,0
8,23,49,37,27,16,31,7,1,1,1,0,0,1,1,0
33,11,23,33,6,30,8,15,0,1,1,0,1,0,1,1
13,28,49,47,40,34,24,46,0,1,1,0,1,0,1,1
29,15,42,30,22,48,27,32,1,1,1,0,1,0,0,0
26,34,40,16,17,25,23,20,1,0,1,1,0,0,1,1
31,33,8,17,33,28,24,27,1,0,1,0,0,1,1,0
4,7,16,9,15,35,41,50,1,0,1,0,1,1,0,1
37,17,46,17,36,26,16,39,0,0,1,0,1,1,1,1
33,7,20,14,49,25,35,27,0,0,1,0,1,0,1,0
27,35,12,30,23,36,39,18,0,1,0,0,1,1,1,1
39,8,40,5,32,6,22,42,1,1,1,1,0,1,1,1
16,35,24,30,5,31,25,39,1,1,1,0,1,1,0,1
14,46,18,12,1,9,7,28,0,1,1,0,1,0,0,1
23,28,33,41,8,24,41,46,1,1,0,0,1,1,0,1
3,5,8,18,40,34,18,37,1,1,1,1,1,0,1,0
22,35,46,4,50,9,21,8,1,1,1,1,1,0,1,1
5,34,44,23,28,43,24,24,1,0,1,1,1,1,1,1
21,33,18,47,14,49,17,36,1,0,1,0,0,1,0,1
2,39,20,49,35,43,13,38,0,1,1,1,1,1,0,0
8,49,47,16,23,15,8,19,1,1,0,1,1,1,1,0
35,36,17,1,39,48,7,50,1,1,0,1,1,0,0,1
13,41,8,8,37,7,46,23,0,0,1,1,0,0,1,1
20,47,32,15,46,13,20,3,1,0,0,1,1,0,1,1
21,40,34,4,26,43,8,34,1,1,0,1,1,1,1,0
24,6,14,35,42,44,18,8,1,1,0,1,1,1,1,1
8,45,43,45,19,36,14,6,1,0,1,0,0,1,0,1
14,21,27,45,47,19,9,46,0,1,0,0,0,0,0,1
36,27,14,41,32,29,48,35,1,0,0,0,0,1,0,1
41,9,19,10,30,3,23,26,0,0,0,0,0,1,1,1
36,37,3,40,34,20,20,41,1,0,1,1,0,1,1,0
45,18,27,4,2,17,11,49,0,1,0,1,0,0,1,1
29,3,15,13,50,45,25,46,1,1,1,0,1,0,0,1
23,5,20,4,20,25,4,14,1,1,1,1,1,0,1,0
36,14,49,17,1,33,20,3,1,0,1,0,1,0,1,1
10,8,29,11,28,17,42,4,0,1,1,1,1,0,1,1
19,34,13,35,26,43,50,36,0,0,0,1,1,1,1,1
46,38,21,47,15,25,21,38,1,0,1,0,1,0,1,0
36,45,30,2,45,6,10,33,1,0,0,0,0,1,0,0
44,30,43,18,6,22,31,15,1,0,1,1,1,1,1,1
11,46,43,12,11,46,18,20,1,1,1,0,1,1,1,1
46,6,30,50,48,46,36,33,1,1,0,1,0,1,1,0
36,48,20,26,26,47,20,37,1,0,1,1,1,0,1,0
37,46,49,36,30,24,18,4,0,1,1,1,0,1,1,1
27,31,44,8,28,19,30,9,0,1,1,1,1,0,0,0
40,3,26,33,48,21,31,20,1,1,1,0,0,1,1,1
12,27,3,24,16,40,46,27,0,0,1,1,1,1,1,0
48,35,9,16,9,22,36,23,0,1,0,1,0,1,1,1
31,16,27,12,29,39,35,41,1,1,0,0,1,1,1,0
48,29,31,14,19,14,4,42,0,1,1,0,0,0,1,1
40,44,1,26,7,23,7,19,1,1,1,1,0,1,0,0
6,27,34,43,24,42,42,38,1,0,0,1,1,1,1,0
30,2,11,43,25,16,6,1,0,0,1,1,0,1,1,1
49,28,25,44,7,28,41,9,1,1,0,1,0,1,0,0
49,45,15,41,11,23,27,33,1,0,1,0,1,1,0,0
11,32,14,41,43,17,50,14,1,0,0,0,1,0,1,0
14,31,30,20,25,12,11,6,0,1,0,1,0,0,1,1
2,3,28,17,40,42,29,34,0,1,1,0,1,1,1,0
7,21,23,36,13,7,21,25,0,1,1,1,0,0,1,0
26,20,18,2,37,39,35,36,1,1,1,0,0,1,1,1
15,22,34,37,10,41,37,32,1,1,0,0,0,0,0,0
36,10,22,30,40,28,16,13,1,0,1,0,1,1,1,0
42,21,7,25,22,15,44,32,1,1,0,0,1,1,1,0
11,6,25,18,6,47,20,3,1,1,0,1,1,0,1,1
19,15,48,46,3,24,4,1,0,1,0,1,1,1,1,1
40,29,38,8,5,21,15,14,1,1,0,1,1,1,1,0
26,33,21,26,12,46,48,15,1,0,1,1,0,1,0,1
2,37,28,7,31,46,10,40,0,0,1,0,1,1,0,1
32,18,19,16,26,2,41,7,0,1,0,1,1,0,0,0
11,12,2,15,46,8,44,19,1,0,0,1,1,1,1,0
2,1,26,38,41,45,39,46,0,1,1,0,0,0,1,1
47,16,16,35,35,35,15,22,0,1,1,1,1,1,1,1
35,43,13,15,31,48,19,27,1,1,0,1,1,0,0,0
1,31,42,14,16,2,43,38,1,1,1,0,1,0,1,0
45,20,34,23,6,42,33,24,0,1,0,1,1,1,0,1
40,28,39,6,26,6,32,24,1,1,1,1,1,1,0,1
19,29,37,11,35,31,14,44,0,1,0,1,1,1,0,1
47,5,37,39,13,28,11,28,0,1,0,1,0,1,1,1
12,32,48,44,42,32,6,29,0,0,0,1,1,0,1,1
11,27,38,11,26,44,4,29,1,0,0,1,1,1,1,1
37,47,32,27,5,47,5,3,0,0,0,0,1,0,1,1
11,1,15,17,9,49,33,23,1,1,1,0,0,1,0,1
45,28,7,8,25,39,9,32,0,1,0,1,0,1,0,0
25,31,45,38,33,18,22,4,0,1,0,0,0,1,1,1
31,34,32,1,32,33,9,11,1,0,0,1,0,0,0,1
